company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,delay_minutes,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,minimum_turn_minutes,hour,ground_time_pressure,insufficient_ground_time,load_factor,family_complexity,bags_per_pax,transfer_bag_pct,ssr_intensity,historical_delay,is_peak_hour,aircraft_size,is_international,high_stress_flight,total_pax,lap_child_count,is_child,basic_economy_ind,is_stroller_user,total_bags,transfer_bags,total_ssr,difficulty_score,daily_rank,daily_percentile,difficulty_class,primary_driver,data_completeness
UA,2278,2025-08-01,ORD,SEA,2025-08-01 16:15:00+00:00,2025-08-01 18:58:00+00:00,2025-08-01 16:30:00+00:00,2025-08-01 18:30:00+00:00,15.0,200,A321-2NX,Mainline,80,62,16,0.775,0,1.308457711442786,10.8,0.5643939393939394,0.43333333333333335,0.6212121212121212,15.0,1,3,0,0,263,0,16,23,4,149,65,164,67.00831847890672,18.0,0.03208556149732621,Difficult,load_factor,1.0
UA,2652,2025-08-01,ORD,RSW,2025-08-01 18:08:00+00:00,2025-08-01 22:09:00+00:00,2025-08-01 18:28:00+00:00,2025-08-01 22:54:00+00:00,20.0,166,B737-800,Mainline,63,51,18,0.8095238095238095,0,1.2994011976047903,8.6,0.518348623853211,0.5526315789473685,0.5,20.0,1,3,0,0,217,0,13,19,3,113,63,109,66.97118241235887,19.0,0.0338680926916221,Difficult,load_factor,1.0
UA,219,2025-08-01,ORD,HNL,2025-08-01 09:30:00+00:00,2025-08-01 13:30:00+00:00,2025-08-01 09:50:00+00:00,2025-08-01 13:42:00+00:00,20.0,318,B787-10,Mainline,165,155,9,0.9393939393939394,0,1.3448275862068966,22.4,0.7651162790697674,0.3575757575757576,0.21627906976744185,20.0,1,4,0,0,429,1,33,13,7,329,118,93,66.94890077243018,20.0,0.035650623885918005,Difficult,family_complexity,1.0
UA,2148,2025-08-01,ORD,SAT,2025-08-01 19:40:00+00:00,2025-08-01 22:38:00+00:00,2025-08-01 20:42:00+00:00,2025-08-01 23:37:00+00:00,62.0,150,A320-200,Mainline,45,46,19,1.0222222222222221,1,1.1125827814569536,4.7,0.5739644970414202,0.6326530612244898,0.27218934911242604,62.0,1,2,0,1,168,0,8,13,1,97,62,46,66.86720142602495,21.0,0.0374331550802139,Difficult,high_stress_flight,1.0
OO,5135,2025-08-01,ORD,MCW,2025-08-01 16:50:00+00:00,2025-08-01 18:20:00+00:00,2025-08-01 18:08:00+00:00,2025-08-01 19:25:00+00:00,78.0,50,CRJ-200,Express,-16,29,16,2.0,1,1.1372549019607843,3.9,0.576271186440678,0.5714285714285714,0.3728813559322034,78.0,1,1,0,1,58,0,5,3,2,34,20,22,66.33244206773618,22.0,0.0392156862745098,Difficult,high_stress_flight,1.0
UA,2616,2025-08-01,ORD,PDX,2025-08-01 12:46:00+00:00,2025-08-01 15:14:00+00:00,2025-08-01 13:07:00+00:00,2025-08-01 15:16:00+00:00,21.0,166,B737-800,Mainline,43,51,12,1.186046511627907,1,1.2874251497005988,11.1,0.47685185185185186,0.46153846153846156,0.4537037037037037,21.0,0,3,0,0,215,1,16,13,3,103,48,98,66.07248960190137,23.0,0.040998217468805706,Difficult,insufficient_ground_time,1.0
UA,1801,2025-08-01,ORD,DEN,2025-08-01 16:20:00+00:00,2025-08-01 18:12:00+00:00,2025-08-01 18:01:00+00:00,2025-08-01 20:05:00+00:00,101.0,234,B757-300,Mainline,88,66,16,0.75,0,1.1531914893617021,7.2,0.7794117647058824,0.4788732394366197,0.3602941176470588,101.0,1,3,0,0,271,1,11,6,1,212,102,98,65.84967320261438,24.0,0.0427807486631016,Difficult,historical_delay,1.0
OO,5376,2025-08-01,ORD,LEX,2025-08-01 14:30:00+00:00,2025-08-01 17:01:00+00:00,2025-08-01 17:39:00+00:00,2025-08-01 19:47:00+00:00,189.0,70,ERJ-175,Express,-159,34,14,2.0,1,1.0422535211267605,1.5,0.96,0.8356164383561644,0.52,189.0,0,2,0,0,74,0,3,2,0,72,61,39,65.7976827094474,25.0,0.044563279857397504,Difficult,historical_delay,1.0
UA,2665,2025-08-01,ORD,IAH,2025-08-01 21:07:00+00:00,2025-08-01 23:57:00+00:00,2025-08-01 21:50:00+00:00,2025-08-02 00:34:00+00:00,43.0,179,B737-MAX9,Mainline,72,56,21,0.7777777777777778,0,1.2,10.5,0.6543778801843319,0.6573426573426573,0.4423963133640553,43.0,0,3,0,0,216,2,10,13,5,142,94,96,65.70855614973262,26.0,0.04634581105169341,Difficult,family_complexity,1.0
UA,2090,2025-08-01,ORD,MIA,2025-08-01 07:01:00+00:00,2025-08-01 11:18:00+00:00,2025-08-01 07:24:00+00:00,2025-08-01 11:29:00+00:00,23.0,179,B737-900,Mainline,61,62,7,1.0163934426229508,1,1.1388888888888888,7.8,0.6407766990291263,0.13533834586466165,0.19902912621359223,23.0,1,3,0,1,205,0,10,40,4,132,18,41,65.53773024361259,27.0,0.0481283422459893,Difficult,high_stress_flight,1.0
UA,1580,2025-08-01,ORD,YVR,2025-08-01 19:35:00+00:00,2025-08-01 22:18:00+00:00,2025-08-01 20:20:00+00:00,2025-08-01 22:50:00+00:00,45.0,166,B737-800,Mainline,90,65,19,0.7222222222222222,0,1.2335329341317365,7.4,0.5652173913043478,0.3898305084745763,0.30434782608695654,45.0,1,3,1,0,206,0,12,18,2,117,46,63,65.19607843137256,28.0,0.049910873440285206,Difficult,is_international,1.0
UA,970,2025-08-01,ORD,FCO,2025-08-01 15:50:00+00:00,2025-08-02 07:55:00+00:00,2025-08-01 16:55:00+00:00,2025-08-02 08:29:00+00:00,65.0,318,B787-10,Mainline,160,155,15,0.96875,0,1.2601880877742946,13.3,0.6004962779156328,0.43621399176954734,0.14640198511166252,65.0,0,4,1,0,402,0,21,0,4,242,106,59,65.17379679144385,29.0,0.05169340463458111,Difficult,aircraft_size,1.0
OO,5131,2025-08-01,ORD,CMX,2025-08-01 16:15:00+00:00,2025-08-01 18:52:00+00:00,2025-08-01 17:00:00+00:00,2025-08-01 19:41:00+00:00,45.0,50,CRJ-200,Express,22,29,16,1.3181818181818181,1,1.0196078431372548,2.0,0.9622641509433962,0.4423076923076923,0.4339622641509434,45.0,1,1,0,1,52,1,2,2,0,51,23,23,65.14408793820559,30.0,0.053475935828877004,Difficult,high_stress_flight,1.0
UA,2455,2025-08-01,ORD,SAV,2025-08-01 07:10:00+00:00,2025-08-01 10:35:00+00:00,2025-08-01 07:29:00+00:00,2025-08-01 10:43:00+00:00,19.0,179,B737-900,Mainline,53,62,7,1.169811320754717,1,1.4333333333333333,16.5,0.4247104247104247,0.05405405405405406,0.11969111969111969,19.0,1,3,0,1,258,2,22,20,5,110,6,31,64.80986333927511,31.0,0.05525846702317291,Difficult,family_complexity,1.0
UA,1335,2025-08-01,ORD,BUF,2025-08-01 18:20:00+00:00,2025-08-01 21:01:00+00:00,2025-08-01 18:27:00+00:00,2025-08-01 21:05:00+00:00,7.0,179,B737-900,Mainline,88,56,18,0.6363636363636364,0,1.3277777777777777,8.9,0.45416666666666666,0.8727272727272727,0.43333333333333335,7.0,1,3,0,0,239,0,15,17,2,109,96,104,64.6761734997029,32.0,0.0570409982174688,Difficult,transfer_bag_pct,1.0
UA,1156,2025-08-01,ORD,MSY,2025-08-01 19:55:00+00:00,2025-08-01 22:25:00+00:00,2025-08-01 22:07:00+00:00,2025-08-02 00:31:00+00:00,132.0,179,B737-900,Mainline,75,56,19,0.7466666666666667,0,1.1055555555555556,8.1,0.585,0.5847457627118644,0.4,132.0,1,3,0,0,199,1,10,25,3,117,69,80,64.63161021984553,33.0,0.058823529411764705,Difficult,historical_delay,1.0
UA,929,2025-08-01,ORD,LHR,2025-08-01 16:05:00+00:00,2025-08-02 06:20:00+00:00,2025-08-01 16:28:00+00:00,2025-08-02 06:12:00+00:00,23.0,167,B767-300,Mainline,280,145,16,0.5178571428571429,0,1.2083333333333333,7.9,0.7549019607843137,0.34838709677419355,0.3235294117647059,23.0,1,3,1,0,203,1,11,0,2,154,54,66,64.53505644682116,34.0,0.06060606060606061,Difficult,is_international,1.0
UA,909,2025-08-01,ORD,AMS,2025-08-01 18:15:00+00:00,2025-08-02 09:20:00+00:00,2025-08-01 18:42:00+00:00,2025-08-02 09:42:00+00:00,27.0,243,B787-8,Mainline,3160,95,18,0.030063291139240507,0,1.1188524590163935,7.9,0.8503649635036497,0.6538461538461539,0.354014598540146,27.0,1,3,1,0,273,1,11,0,2,233,153,97,64.5053475935829,35.0,0.062388591800356503,Difficult,is_international,1.0
UA,2133,2025-08-01,ORD,EWR,2025-08-01 15:40:00+00:00,2025-08-01 19:14:00+00:00,2025-08-01 17:27:00+00:00,2025-08-01 20:30:00+00:00,107.0,176,B757-200,Mainline,110,122,15,1.1090909090909091,1,1.1242937853107344,6.4,0.745,0.20666666666666667,0.455,107.0,0,3,0,0,199,0,10,10,2,149,31,91,64.48306595365419,36.0,0.06417112299465241,Difficult,historical_delay,1.0
UA,2211,2025-08-01,ORD,SEA,2025-08-01 19:59:00+00:00,2025-08-01 22:42:00+00:00,2025-08-01 20:03:00+00:00,2025-08-01 22:34:00+00:00,4.0,166,B737-MAX8,Mainline,64,51,19,0.796875,0,1.1916167664670658,6.7,0.59,0.6638655462184874,0.435,4.0,1,3,0,0,199,0,12,37,1,118,79,87,64.27510398098633,37.0,0.0659536541889483,Difficult,ground_time_pressure,1.0
UA,2099,2025-08-01,ORD,IAH,2025-08-01 09:46:00+00:00,2025-08-01 12:40:00+00:00,2025-08-01 10:16:00+00:00,2025-08-01 12:40:00+00:00,30.0,179,B737-900,Mainline,67,56,9,0.835820895522388,0,1.0944444444444446,3.0,0.8181818181818182,0.3987730061349693,0.7121212121212122,30.0,1,3,0,0,197,0,6,11,0,162,65,141,64.05228758169935,38.0,0.0677361853832442,Difficult,ssr_intensity,1.0
UA,609,2025-08-01,ORD,PHX,2025-08-01 13:34:00+00:00,2025-08-01 15:22:00+00:00,2025-08-01 13:52:00+00:00,2025-08-01 15:24:00+00:00,18.0,179,B737-900,Mainline,34,56,13,1.6470588235294117,1,1.0777777777777777,7.4,0.6461538461538462,0.3858267716535433,0.5641025641025641,18.0,0,3,0,0,194,1,10,20,2,126,49,110,64.02257872846107,39.0,0.06951871657754011,Difficult,insufficient_ground_time,1.0
UA,881,2025-08-01,ORD,HND,2025-08-01 12:50:00+00:00,2025-08-02 15:55:00+00:00,2025-08-01 13:00:00+00:00,2025-08-02 15:47:00+00:00,10.0,318,B787-10,Mainline,1230,155,12,0.12601626016260162,0,1.2351097178683386,15.5,0.9316455696202531,0.7100271002710027,0.23544303797468355,10.0,0,4,1,0,394,0,24,0,5,368,262,93,63.97801544860368,40.0,0.07130124777183601,Difficult,aircraft_size,1.0
UA,2154,2025-08-01,ORD,ROC,2025-08-01 18:25:00+00:00,2025-08-01 21:13:00+00:00,2025-08-01 18:25:00+00:00,2025-08-01 21:27:00+00:00,0.0,179,B737-900,Mainline,75,56,18,0.7466666666666667,0,1.1222222222222222,8.4,0.5862068965517241,0.8666666666666667,0.43349753694581283,0.0,1,3,0,0,202,4,6,20,2,119,104,88,63.68835412953061,41.0,0.07308377896613191,Difficult,transfer_bag_pct,1.0
UA,1398,2025-08-01,ORD,ATL,2025-08-01 18:20:00+00:00,2025-08-01 21:29:00+00:00,2025-08-01 18:32:00+00:00,2025-08-01 21:30:00+00:00,12.0,166,B737-800,Mainline,70,51,18,0.7285714285714285,0,1.1437125748502994,6.4,0.5729166666666666,0.6126126126126126,0.5,12.0,1,3,0,0,191,0,10,15,2,110,68,96,63.651218062982764,42.0,0.0748663101604278,Difficult,ssr_intensity,1.0
UA,1124,2025-08-01,ORD,IAH,2025-08-01 16:07:00+00:00,2025-08-01 19:05:00+00:00,2025-08-01 16:20:00+00:00,2025-08-01 18:49:00+00:00,13.0,179,B737-900,Mainline,1297,56,16,0.04317656129529684,0,1.2,8.6,0.9124423963133641,0.5628140703517588,0.47465437788018433,13.0,1,3,0,0,216,1,11,2,3,198,112,103,63.62893642305407,43.0,0.0766488413547237,Difficult,bags_per_pax,1.0
UA,1842,2025-08-01,ORD,SAN,2025-08-01 20:20:00+00:00,2025-08-01 22:44:00+00:00,2025-08-01 20:44:00+00:00,2025-08-01 23:05:00+00:00,24.0,200,A321-2NX,Mainline,85,62,20,0.7294117647058823,0,1.2587064676616915,11.8,0.515748031496063,0.7196969696969697,0.24015748031496062,24.0,1,3,0,0,253,3,12,22,4,131,95,61,63.58437314319667,44.0,0.07932263814616755,Difficult,family_complexity,1.0
UA,1872,2025-08-01,ORD,MSP,2025-08-01 14:40:00+00:00,2025-08-01 16:19:00+00:00,2025-08-01 15:19:00+00:00,2025-08-01 16:43:00+00:00,39.0,150,A320-200,Mainline,57,46,14,0.8070175438596491,0,1.1655629139072847,5.7,0.768361581920904,0.7299270072992701,0.5706214689265536,39.0,0,2,0,0,176,1,8,10,1,136,100,101,63.58437314319667,44.0,0.07932263814616755,Difficult,historical_delay,1.0
UA,1144,2025-08-01,ORD,ONT,2025-08-01 19:35:00+00:00,2025-08-01 22:06:00+00:00,2025-08-01 20:15:00+00:00,2025-08-01 22:51:00+00:00,40.0,166,B737-800,Mainline,75,51,19,0.68,0,1.0658682634730539,4.5,0.7094972067039106,0.546875,0.6033519553072626,40.0,1,3,0,0,178,1,7,23,0,127,70,108,63.569518716577534,45.0,0.08199643493761141,Difficult,ssr_intensity,1.0
UA,695,2025-08-01,ORD,SJU,2025-08-01 18:03:00+00:00,2025-08-01 23:54:00+00:00,2025-08-01 18:16:00+00:00,2025-08-02 00:13:00+00:00,13.0,179,B737-MAX9,Mainline,93,56,18,0.6021505376344086,0,1.3,10.2,0.4723404255319149,0.5178571428571429,0.3191489361702128,13.0,1,3,1,0,234,3,13,33,1,111,58,75,63.4878193701723,46.0,0.08377896613190731,Difficult,is_international,1.0
UA,1531,2025-08-01,ORD,DSM,2025-08-01 20:20:00+00:00,2025-08-01 21:47:00+00:00,2025-08-01 20:49:00+00:00,2025-08-01 22:10:00+00:00,29.0,126,A319-100,Mainline,64,43,20,0.671875,0,1.1574803149606299,3.7,0.5878378378378378,0.9545454545454546,0.6891891891891891,29.0,1,2,0,0,147,0,6,10,1,87,84,102,63.45811051693405,47.0,0.0855614973262032,Difficult,transfer_bag_pct,1.0
UA,1363,2025-08-01,ORD,LAX,2025-08-01 12:54:00+00:00,2025-08-01 15:23:00+00:00,2025-08-01 13:16:00+00:00,2025-08-01 15:51:00+00:00,22.0,200,A321-2NX,Mainline,12,62,12,2.0,1,1.199004975124378,8.9,0.5289256198347108,0.21705426356589147,0.4669421487603306,22.0,0,3,0,0,241,2,11,21,2,128,28,113,63.39126559714795,48.0,0.0873440285204991,Difficult,ground_time_pressure,1.0
UA,580,2025-08-01,ORD,PDX,2025-08-01 16:13:00+00:00,2025-08-01 18:45:00+00:00,2025-08-01 16:18:00+00:00,2025-08-01 18:23:00+00:00,5.0,179,B737-900,Mainline,78,56,16,0.717948717948718,0,1.2,8.6,0.42857142857142855,0.6595744680851063,0.631336405529954,5.0,1,3,0,0,216,1,11,18,3,93,62,137,63.11645870469399,49.0,0.08912655971479501,Difficult,ssr_intensity,1.0
UA,288,2025-08-01,ORD,SNN,2025-08-01 18:05:00+00:00,2025-08-02 07:30:00+00:00,2025-08-01 18:09:00+00:00,2025-08-02 06:47:00+00:00,4.0,176,B757-200,Mainline,212,75,18,0.35377358490566035,0,1.2768361581920904,9.8,0.8325991189427313,0.4368421052631579,0.28193832599118945,4.0,1,3,1,0,226,1,12,0,4,189,83,64,63.10160427807487,50.0,0.09090909090909091,Difficult,is_international,1.0
UA,912,2025-08-01,ORD,KEF,2025-08-01 21:10:00+00:00,2025-08-02 08:30:00+00:00,2025-08-01 21:45:00+00:00,2025-08-02 09:04:00+00:00,35.0,176,B757-200,Mainline,150,75,21,0.5,0,1.1694915254237288,6.7,0.7163461538461539,0.6133333333333333,0.36538461538461536,35.0,0,3,1,0,207,0,12,0,1,149,92,76,62.99019607843138,51.0,0.09269162210338681,Difficult,is_international,1.0
UA,793,2025-08-01,ORD,DFW,2025-08-01 16:20:00+00:00,2025-08-01 18:58:00+00:00,2025-08-01 16:26:00+00:00,2025-08-01 19:00:00+00:00,6.0,126,A319-100,Mainline,64,43,16,0.671875,0,1.188976377952756,5.7,0.6644736842105263,0.7058823529411765,0.6118421052631579,6.0,1,2,0,0,151,1,8,7,1,101,72,93,62.871360665478306,52.0,0.0944741532976827,Difficult,ssr_intensity,1.0
UA,602,2025-08-01,ORD,PHX,2025-08-01 20:05:00+00:00,2025-08-01 21:55:00+00:00,2025-08-01 20:25:00+00:00,2025-08-01 22:08:00+00:00,20.0,179,B737-MAX9,Mainline,70,56,20,0.8,0,1.1222222222222222,9.1,0.6551724137931034,0.582089552238806,0.2857142857142857,20.0,1,3,0,0,202,2,10,19,3,133,78,58,62.849079025549614,53.0,0.0962566844919786,Difficult,family_complexity,1.0
UA,1502,2025-08-01,ORD,RDU,2025-08-01 14:08:00+00:00,2025-08-01 17:16:00+00:00,2025-08-01 16:16:00+00:00,2025-08-01 19:37:00+00:00,128.0,179,B737-900,Mainline,-43,56,14,2.0,1,1.0777777777777777,6.2,0.5794871794871795,0.4298245614035088,0.39487179487179486,128.0,0,3,0,0,194,2,7,20,1,113,49,77,62.77480689245396,54.0,0.09803921568627451,Difficult,historical_delay,1.0
UA,1899,2025-08-01,ORD,YYC,2025-08-01 20:05:00+00:00,2025-08-01 22:53:00+00:00,2025-08-01 21:19:00+00:00,2025-08-01 23:47:00+00:00,74.0,126,A319-100,Mainline,70,52,20,0.7428571428571429,0,1.4015748031496063,9.3,0.4972067039106145,0.4,0.2681564245810056,74.0,1,2,1,0,178,0,13,14,4,89,36,48,62.75995246583482,55.0,0.09982174688057041,Difficult,load_factor,1.0
UA,1324,2025-08-01,ORD,SFO,2025-08-01 19:48:00+00:00,2025-08-01 22:38:00+00:00,2025-08-01 19:58:00+00:00,2025-08-01 22:39:00+00:00,10.0,200,A321-2NX,Mainline,84,62,19,0.7380952380952381,0,1.1691542288557213,8.4,0.7033898305084746,0.46107784431137727,0.3305084745762712,10.0,1,3,0,0,235,1,12,23,2,166,77,78,62.396019013666084,56.0,0.10160427807486631,Difficult,family_complexity,1.0
YX,3536,2025-08-01,ORD,YUL,2025-08-01 07:15:00+00:00,2025-08-01 10:40:00+00:00,2025-08-01 08:24:00+00:00,2025-08-01 11:22:00+00:00,69.0,76,ERJ-175,Express,-22,42,7,2.0,1,1.0129870129870129,0.5,0.6582278481012658,0.41509433962264153,0.189873417721519,69.0,1,2,1,1,78,0,1,2,0,52,22,15,62.34402852049911,57.0,0.10338680926916222,Difficult,high_stress_flight,1.0
UA,953,2025-08-01,ORD,MUC,2025-08-01 18:00:00+00:00,2025-08-02 09:40:00+00:00,2025-08-01 18:09:00+00:00,2025-08-02 09:10:00+00:00,9.0,243,B787-8,Mainline,1680,150,18,0.08928571428571429,0,1.1844262295081966,15.3,0.8586206896551725,0.368,0.30689655172413793,9.0,1,3,1,0,289,6,13,0,4,249,92,89,62.28461081402258,58.0,0.1051693404634581,Difficult,family_complexity,1.0
